"SAP Num","Manufacturer part no.","Base model code","Processor","Memory","HDD","Graphics","Keyboard Options","Power","Colour","Touch Bar","Stock","ALP","DAC"
5379124,"Z0W4_19_UK_CTO","MUHN2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","2TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,2290.83,2224.95
5373491,"MUHQ2B/A","MUHQ2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","8GB 2133MHz LPDDR3 SDRAM","128GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",18,1082.5,1050
5377388,"Z0W6_4_UK_CTO","MUHQ2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","8GB 2133MHz LPDDR3 SDRAM","256GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1249.17,1212.41
5377390,"Z0W6_2000454476_CTO","MUHQ2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","8GB 2133MHz LPDDR3 SDRAM","512GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1415.83,1373.81
5377392,"Z0W6_2000469644_CTO","MUHQ2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","8GB 2133MHz LPDDR3 SDRAM","1TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1582.5,1536.22
5377394,"Z0W6_7_UK_CTO","MUHQ2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","8GB 2133MHz LPDDR3 SDRAM","2TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1915.83,1860.03
5377384,"Z0W6_2000446349_CTO","MUHQ2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","16GB 2133MHz LPDDR3 SDRAM","128GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1232.5,1196.37
5377450,"Z0W6_2000447686_CTO","MUHQ2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","16GB 2133MHz LPDDR3 SDRAM","256GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1399.17,1358.78
5377452,"Z0W6_2000454123_CTO","MUHQ2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","16GB 2133MHz LPDDR3 SDRAM","512GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1565.83,1520.18
5377454,"Z0W6_2000446350_CTO","MUHQ2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","16GB 2133MHz LPDDR3 SDRAM","1TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1732.5,1682.59
5377455,"Z0W6_15_UK_CTO","MUHQ2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","16GB 2133MHz LPDDR3 SDRAM","2TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,2065.83,2006.4
5377336,"Z0W6_2000454625_CTO","MUHQ2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","8GB 2133MHz LPDDR3 SDRAM","128GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1307.5,1268.55
5377396,"Z0W6_8_UK_CTO","MUHQ2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","8GB 2133MHz LPDDR3 SDRAM","256GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1474.17,1430.96
5377444,"Z0W6_9_UK_CTO","MUHQ2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","8GB 2133MHz LPDDR3 SDRAM","512GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1640.83,1592.36
5377446,"Z0W6_10_UK_CTO","MUHQ2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","8GB 2133MHz LPDDR3 SDRAM","1TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1807.5,1754.77
5377448,"Z0W6_11_UK_CTO","MUHQ2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","8GB 2133MHz LPDDR3 SDRAM","2TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,2140.83,2078.58
5377386,"Z0W6_2000451263_CTO","MUHQ2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","128GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1457.5,1414.92
5377504,"Z0W6_2000451264_CTO","MUHQ2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","256GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1624.17,1577.33
5377506,"Z0W6_2000461542_CTO","MUHQ2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","512GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1790.83,1738.73
5377508,"Z0W6_18_UK_CTO","MUHQ2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","1TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1957.5,1901.14
5377510,"Z0W6_19_UK_CTO","MUHQ2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","2TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,2290.83,2224.95
5373492,"MUHP2B/A","MUHP2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","8GB 2133MHz LPDDR3 SDRAM","256GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",94,1249.17,1212
5380853,"Z0W5_2000448075_CTO","MUHP2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","8GB 2133MHz LPDDR3 SDRAM","512GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,1415.84,1374.41
5380854,"Z0W5_5_UK_CTO","MUHP2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","8GB 2133MHz LPDDR3 SDRAM","1TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,1582.5,1535.81
5380855,"Z0W5_6_UK_CTO","MUHP2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","8GB 2133MHz LPDDR3 SDRAM","2TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,1915.84,1860.62
5380851,"Z0W5_2000445662_CTO","MUHP2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","16GB 2133MHz LPDDR3 SDRAM","256GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",8,1399.17,1358.37
5380352,"Z0W5_2000446643_CTO","MUHP2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","16GB 2133MHz LPDDR3 SDRAM","512GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,1565.84,1520.78
5380353,"Z0W5_2000446644_CTO","MUHP2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","16GB 2133MHz LPDDR3 SDRAM","1TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,1732.5,1682.18
5380354,"Z0W5_12_UK_CTO","MUHP2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","16GB 2133MHz LPDDR3 SDRAM","2TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,2065.84,2006.99
5380850,"Z0W5_2000454477_CTO","MUHP2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","8GB 2133MHz LPDDR3 SDRAM","256GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,1474.17,1430.55
5380856,"Z0W5_2000446645_CTO","MUHP2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","8GB 2133MHz LPDDR3 SDRAM","512GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,1640.84,1592.96
5380350,"Z0W5_2000470313_CTO","MUHP2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","8GB 2133MHz LPDDR3 SDRAM","1TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,1807.5,1754.36
5380351,"Z0W5_2000472739_CTO","MUHP2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","8GB 2133MHz LPDDR3 SDRAM","2TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,2140.84,2079.17
5380852,"Z0W5_2000446098_CTO","MUHP2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","256GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,1624.17,1576.92
5380355,"Z0W5_2000446096_CTO","MUHP2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","512GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,1790.84,1739.33
5380356,"Z0W5_2000446097_CTO","MUHP2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","1TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,1957.5,1900.73
5380381,"Z0W5_2000478280_CTO","MUHP2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","2TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Space Grey","YES",0,2290.84,2225.54
5373418,"MUHR2B/A","MUHR2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","8GB 2133MHz LPDDR3 SDRAM","256GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",57,1249.17,1212
5378768,"Z0W7_2000445661_CTO","MUHR2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","8GB 2133MHz LPDDR3 SDRAM","512GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1415.84,1374.41
5378769,"Z0W7_5_UK_CTO","MUHR2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","8GB 2133MHz LPDDR3 SDRAM","1TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1582.5,1535.81
5378804,"Z0W7_6_UK_CTO","MUHR2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","8GB 2133MHz LPDDR3 SDRAM","2TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1915.84,1860.62
5378766,"Z0W7_2000446095_CTO","MUHR2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","16GB 2133MHz LPDDR3 SDRAM","256GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1399.17,1358.37
5378808,"Z0W7_2000446141_CTO","MUHR2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","16GB 2133MHz LPDDR3 SDRAM","512GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1565.84,1520.78
5378809,"Z0W7_11_UK_CTO","MUHR2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","16GB 2133MHz LPDDR3 SDRAM","1TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1732.5,1682.18
5378810,"Z0W7_12_UK_CTO","MUHR2B/A","1.4GHz quad-core 8th‑generation Intel Core i5 processor, Turbo Boost up to 3.9GHz","16GB 2133MHz LPDDR3 SDRAM","2TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,2065.84,2006.99
5378765,"Z0W7_2000478132_CTO","MUHR2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","8GB 2133MHz LPDDR3 SDRAM","256GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1474.17,1430.55
5378805,"Z0W7_2000476192_CTO","MUHR2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","8GB 2133MHz LPDDR3 SDRAM","512GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1640.84,1592.96
5378806,"Z0W7_8_UK_CTO","MUHR2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","8GB 2133MHz LPDDR3 SDRAM","1TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1807.5,1754.36
5378807,"Z0W7_9_UK_CTO","MUHR2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","8GB 2133MHz LPDDR3 SDRAM","2TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,2140.84,2079.17
5378767,"Z0W7_2000446640_CTO","MUHR2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","256GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1624.17,1576.92
5378835,"Z0W7_2000446142_CTO","MUHR2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","512GB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1790.84,1739.33
5378836,"Z0W7_2000461543_CTO","MUHR2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","1TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,1957.5,1900.73
5378837,"Z0W7_15_UK_CTO","MUHR2B/A","1.7GHz quad-core 8th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz","16GB 2133MHz LPDDR3 SDRAM","2TB PCIe-based Flash/SSD","Intel Iris Plus Graphics 645","UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required)","UK Power Supply","Silver","YES",0,2290.84,2225.54
